Date & Time,Supply, Demand,Mismatch,Daily Supply,Daily Demand ,Daily Mismatch
2021-01-24 21.00,0,109.5,-109.5,,,
2021-01-24 22.00,0,106.5,-106.5,,,
2021-01-24 23.00,0,101.25,-101.25,,,
2021-01-25 00.00,0,95.25,-95.25,2042,2154,-112
2021-01-25 01.00,0,87.75,-87.75,,,
2021-01-25 02.00,0,83.25,-83.25,,,
2021-01-25 03.00,0,78.75,-78.75,,,
2021-01-25 04.00,0,76.5,-76.5,,,
2021-01-25 05.00,0,79.5,-79.5,,,
2021-01-25 06.00,0,89.25,-89.25,,,
2021-01-25 07.00,0,76.5,-76.5,,,
2021-01-25 08.00,16,75,-59,,,
2021-01-25 09.00,140,80.25,59.75,,,
2021-01-25 10.00,237,80.25,156.75,,,
2021-01-25 11.00,237,85.5,151.5,,,
2021-01-25 12.00,237,85.5,151.5,,,
2021-01-25 13.00,237,90,147,,,
2021-01-25 14.00,237,87.75,149.25,,,
2021-01-25 15.00,237,88.5,148.5,,,
2021-01-25 16.00,237,89.25,147.75,,,
2021-01-25 17.00,227,87.75,139.25,,,
2021-01-25 18.00,0,108,-108,,,
2021-01-25 19.00,0,113.25,-113.25,,,
2021-01-25 20.00,0,108.75,-108.75,,,
2021-01-25 21.00,0,106.5,-106.5,,,
2021-01-25 22.00,0,103.5,-103.5,,,
2021-01-25 23.00,0,97.5,-97.5,,,
2021-01-26 00.00,0,90.75,-90.75,2081,2040,41
2021-01-26 01.00,0,84,-84,,,
2021-01-26 02.00,0,81,-81,,,
2021-01-26 03.00,0,77.25,-77.25,,,
2021-01-26 04.00,0,75,-75,,,
2021-01-26 05.00,0,76.5,-76.5,,,
2021-01-26 06.00,0,78.75,-78.75,,,
2021-01-26 07.00,0,63,-63,,,
2021-01-26 08.00,4,65.25,-61.25,,,
2021-01-26 09.00,199,68.25,130.75,,,
2021-01-26 10.00,265,73.5,191.5,,,
2021-01-26 11.00,265,78.75,186.25,,,
2021-01-26 12.00,265,89.25,175.75,,,
2021-01-26 13.00,265,88.5,176.5,,,
2021-01-26 14.00,265,84.75,180.25,,,
2021-01-26 15.00,265,84.75,180.25,,,
2021-01-26 16.00,220,84.75,135.25,,,
2021-01-26 17.00,68,83.25,-15.25,,,
2021-01-26 18.00,0,102,-102,,,
2021-01-26 19.00,0,108.75,-108.75,,,
2021-01-26 20.00,0,105,-105,,,
2021-01-26 21.00,0,102,-102,,,
2021-01-26 22.00,0,99.75,-99.75,,,
2021-01-26 23.00,0,95.25,-95.25,,,
2021-01-27 00.00,0,89.25,-89.25,1346,2100,-754
2021-01-27 01.00,0,82.5,-82.5,,,
2021-01-27 02.00,0,79.5,-79.5,,,
2021-01-27 03.00,0,75,-75,,,
2021-01-27 04.00,0,72.75,-72.75,,,
2021-01-27 05.00,0,72.75,-72.75,,,
2021-01-27 06.00,0,77.25,-77.25,,,
2021-01-27 07.00,0,65.25,-65.25,,,
2021-01-27 08.00,13,69,-56,,,
2021-01-27 09.00,104,72,32,,,
2021-01-27 10.00,161,78.75,82.25,,,
2021-01-27 11.00,181,82.5,98.5,,,
2021-01-27 12.00,181,84,97,,,
2021-01-27 13.00,212,88.5,123.5,,,
2021-01-27 14.00,175,88.5,86.5,,,
2021-01-27 15.00,220,89.25,130.75,,,
2021-01-27 16.00,59,90,-31,,,
2021-01-27 17.00,40,89.25,-49.25,,,
2021-01-27 18.00,0,106.5,-106.5,,,
2021-01-27 19.00,0,117,-117,,,
2021-01-27 20.00,0,111.75,-111.75,,,
2021-01-27 21.00,0,111,-111,,,
2021-01-27 22.00,0,107.25,-107.25,,,
2021-01-27 23.00,0,100.5,-100.5,,,
2021-01-28 00.00,0,93.75,-93.75,2142,2128.5,13.5
2021-01-28 01.00,0,86.25,-86.25,,,
2021-01-28 02.00,0,81,-81,,,
2021-01-28 03.00,0,76.5,-76.5,,,
2021-01-28 04.00,0,74.25,-74.25,,,
2021-01-28 05.00,0,75.75,-75.75,,,
2021-01-28 06.00,0,86.25,-86.25,,,
2021-01-28 07.00,0,73.5,-73.5,,,
2021-01-28 08.00,66,69,-3,,,
2021-01-28 09.00,208,79.5,128.5,,,
2021-01-28 10.00,218,82.5,135.5,,,
2021-01-28 11.00,273,82.5,190.5,,,
2021-01-28 12.00,273,82.5,190.5,,,
2021-01-28 13.00,258,87,171,,,
2021-01-28 14.00,258,84.75,173.25,,,
2021-01-28 15.00,258,84.75,173.25,,,
2021-01-28 16.00,258,86.25,171.75,,,
2021-01-28 17.00,72,86.25,-14.25,,,
2021-01-28 18.00,0,111,-111,,,
2021-01-28 19.00,0,117,-117,,,
2021-01-28 20.00,0,111,-111,,,
2021-01-28 21.00,0,108.75,-108.75,,,
2021-01-28 22.00,0,105.75,-105.75,,,
2021-01-28 23.00,0,102.75,-102.75,,,
2021-01-29 00.00,0,94.5,-94.5,1843,2211,-368
2021-01-29 01.00,0,87,-87,,,
2021-01-29 02.00,0,82.5,-82.5,,,
2021-01-29 03.00,0,79.5,-79.5,,,
2021-01-29 04.00,0,76.5,-76.5,,,
2021-01-29 05.00,0,78.75,-78.75,,,
2021-01-29 06.00,0,90,-90,,,
2021-01-29 07.00,0,79.5,-79.5,,,
2021-01-29 08.00,60,77.25,-17.25,,,
2021-01-29 09.00,60,80.25,-20.25,,,
2021-01-29 10.00,288,81.75,206.25,,,
2021-01-29 11.00,288,76.5,211.5,,,
2021-01-29 12.00,288,83.25,204.75,,,
2021-01-29 13.00,268,90.75,177.25,,,
2021-01-29 14.00,268,85.5,182.5,,,
2021-01-29 15.00,144,85.5,58.5,,,
2021-01-29 16.00,119,89.25,29.75,,,
2021-01-29 17.00,60,89.25,-29.25,,,
2021-01-29 18.00,0,114.75,-114.75,,,
2021-01-29 19.00,0,124.5,-124.5,,,
2021-01-29 20.00,0,120.75,-120.75,,,
2021-01-29 21.00,0,118.5,-118.5,,,
2021-01-29 22.00,0,116.25,-116.25,,,
2021-01-29 23.00,0,108.75,-108.75,,,
2021-01-30 00.00,0,100.5,-100.5,2256,2294.25,-38.25
2021-01-30 01.00,0,94.5,-94.5,,,
2021-01-30 02.00,0,87.75,-87.75,,,
2021-01-30 03.00,0,84,-84,,,
2021-01-30 04.00,0,81,-81,,,
2021-01-30 05.00,0,84.75,-84.75,,,
2021-01-30 06.00,0,99,-99,,,
2021-01-30 07.00,0,84.75,-84.75,,,
2021-01-30 08.00,0,81,-81,,,
2021-01-30 09.00,212,84,128,,,
2021-01-30 10.00,292,85.5,206.5,,,
2021-01-30 11.00,292,84.75,207.25,,,
2021-01-30 12.00,280,86.25,193.75,,,
2021-01-30 13.00,268,91.5,176.5,,,
2021-01-30 14.00,268,88.5,179.5,,,
2021-01-30 15.00,268,87,181,,,
2021-01-30 16.00,268,90,178,,,
2021-01-30 17.00,108,89.25,18.75,,,
2021-01-30 18.00,0,116.25,-116.25,,,
2021-01-30 19.00,0,125.25,-125.25,,,
2021-01-30 20.00,0,120.75,-120.75,,,
2021-01-30 21.00,0,119.25,-119.25,,,
2021-01-30 22.00,0,116.25,-116.25,,,
2021-01-30 23.00,0,112.5,-112.5,,,
2021-01-31 00.00,0,101.25,-101.25,2329,2376,-47
2021-01-31 01.00,0,96,-96,,,
2021-01-31 02.00,0,90,-90,,,
2021-01-31 03.00,0,84.75,-84.75,,,
2021-01-31 04.00,0,84,-84,,,
2021-01-31 05.00,0,85.5,-85.5,,,
2021-01-31 06.00,0,98.25,-98.25,,,
2021-01-31 07.00,0,86.25,-86.25,,,
2021-01-31 08.00,56,85.5,-29.5,,,
2021-01-31 09.00,200,85.5,114.5,,,
2021-01-31 10.00,200,86.25,113.75,,,
2021-01-31 11.00,284,89.25,194.75,,,
2021-01-31 12.00,284,89.25,194.75,,,
2021-01-31 13.00,271,96.75,174.25,,,
2021-01-31 14.00,260,92.25,167.75,,,
2021-01-31 15.00,268,90.75,177.25,,,
2021-01-31 16.00,256,94.5,161.5,,,
2021-01-31 17.00,248,94.5,153.5,,,
2021-01-31 18.00,2,124.5,-122.5,,,
2021-01-31 19.00,0,132,-132,,,
2021-01-31 20.00,0,127.5,-127.5,,,
2021-01-31 21.00,0,123.75,-123.75,,,
2021-01-31 22.00,0,121.5,-121.5,,,
2021-01-31 23.00,0,116.25,-116.25,,,
2021-02-01 00.00,0,105.75,-105.75,2260,2355.75,-95.75
2021-02-01 01.00,0,97.5,-97.5,,,
2021-02-01 02.00,0,90.75,-90.75,,,
2021-02-01 03.00,0,87.75,-87.75,,,
2021-02-01 04.00,0,84.75,-84.75,,,
2021-02-01 05.00,0,87,-87,,,
2021-02-01 06.00,0,100.5,-100.5,,,
2021-02-01 07.00,0,88.5,-88.5,,,
2021-02-01 08.00,60,86.25,-26.25,,,
2021-02-01 09.00,216,87,129,,,
2021-02-01 10.00,216,90,126,,,
2021-02-01 11.00,284,90.75,193.25,,,
2021-02-01 12.00,284,90.75,193.25,,,
2021-02-01 13.00,264,96.75,167.25,,,
2021-02-01 14.00,272,93.75,178.25,,,
2021-02-01 15.00,272,91.5,180.5,,,
2021-02-01 16.00,244,92.25,151.75,,,
2021-02-01 17.00,128,91.5,36.5,,,
2021-02-01 18.00,20,117,-97,,,
2021-02-01 19.00,0,126,-126,,,
2021-02-01 20.00,0,120,-120,,,
2021-02-01 21.00,0,117.75,-117.75,,,
2021-02-01 22.00,0,114,-114,,,
2021-02-01 23.00,0,108,-108,,,
2021-02-02 00.00,0,104.25,-104.25,1730,2277.75,-547.75
2021-02-02 01.00,0,99,-99,,,
2021-02-02 02.00,0,93.75,-93.75,,,
2021-02-02 03.00,0,87,-87,,,
2021-02-02 04.00,0,84.75,-84.75,,,
2021-02-02 05.00,0,87,-87,,,
2021-02-02 06.00,0,92.25,-92.25,,,
2021-02-02 07.00,0,75,-75,,,
2021-02-02 08.00,0,75,-75,,,
2021-02-02 09.00,116,78.75,37.25,,,
2021-02-02 10.00,188,81.75,106.25,,,
2021-02-02 11.00,249,87,162,,,
2021-02-02 12.00,249,97.5,151.5,,,
2021-02-02 13.00,249,98.25,150.75,,,
2021-02-02 14.00,249,91.5,157.5,,,
2021-02-02 15.00,249,87,162,,,
2021-02-02 16.00,172,88.5,83.5,,,
2021-02-02 17.00,9,87,-78,,,
2021-02-02 18.00,0,110.25,-110.25,,,
2021-02-02 19.00,0,121.5,-121.5,,,
2021-02-02 20.00,0,116.25,-116.25,,,
2021-02-02 21.00,0,114.75,-114.75,,,
2021-02-02 22.00,0,111.75,-111.75,,,
2021-02-02 23.00,0,108,-108,,,
2021-02-03 00.00,0,104.25,-104.25,2117,2474.25,-357.25
2021-02-03 01.00,0,96,-96,,,
2021-02-03 02.00,0,93,-93,,,
2021-02-03 03.00,0,87,-87,,,
2021-02-03 04.00,0,84.75,-84.75,,,
2021-02-03 05.00,0,85.5,-85.5,,,
2021-02-03 06.00,0,92.25,-92.25,,,
2021-02-03 07.00,0,77.25,-77.25,,,
2021-02-03 08.00,40,80.25,-40.25,,,
2021-02-03 09.00,140,87,53,,,
2021-02-03 10.00,258,90,168,,,
2021-02-03 11.00,258,92.25,165.75,,,
2021-02-03 12.00,258,94.5,163.5,,,
2021-02-03 13.00,258,106.5,151.5,,,
2021-02-03 14.00,258,102.75,155.25,,,
2021-02-03 15.00,258,101.25,156.75,,,
2021-02-03 16.00,258,104.25,153.75,,,
2021-02-03 17.00,131,99.75,31.25,,,
2021-02-03 18.00,0,120.75,-120.75,,,
2021-02-03 19.00,0,140.25,-140.25,,,
2021-02-03 20.00,0,137.25,-137.25,,,
2021-02-03 21.00,0,136.5,-136.5,,,
2021-02-03 22.00,0,133.5,-133.5,,,
2021-02-03 23.00,0,127.5,-127.5,,,
2021-02-04 00.00,0,119.25,-119.25,337,2545.5,-2208.5
2021-02-04 01.00,0,110.25,-110.25,,,
2021-02-04 02.00,0,100.5,-100.5,,,
2021-02-04 03.00,0,94.5,-94.5,,,
2021-02-04 04.00,0,91.5,-91.5,,,
2021-02-04 05.00,0,95.25,-95.25,,,
2021-02-04 06.00,0,111.75,-111.75,,,
2021-02-04 07.00,0,95.25,-95.25,,,
2021-02-04 08.00,0,92.25,-92.25,,,
2021-02-04 09.00,0,92.25,-92.25,,,
2021-02-04 10.00,12,92.25,-80.25,,,
2021-02-04 11.00,12,92.25,-80.25,,,
2021-02-04 12.00,12,93.75,-81.75,,,
2021-02-04 13.00,215,102.75,112.25,,,
2021-02-04 14.00,35,97.5,-62.5,,,
2021-02-04 15.00,35,96,-61,,,
2021-02-04 16.00,8,96.75,-88.75,,,
2021-02-04 17.00,8,95.25,-87.25,,,
2021-02-04 18.00,0,120,-120,,,
2021-02-04 19.00,0,137.25,-137.25,,,
2021-02-04 20.00,0,134.25,-134.25,,,
2021-02-04 21.00,0,132,-132,,,
2021-02-04 22.00,0,129,-129,,,
2021-02-04 23.00,0,123.75,-123.75,,,
2021-02-05 00.00,0,115.5,-115.5,1572,2484.75,-912.75
2021-02-05 01.00,0,106.5,-106.5,,,
2021-02-05 02.00,0,99,-99,,,
2021-02-05 03.00,0,92.25,-92.25,,,
2021-02-05 04.00,0,90.75,-90.75,,,
2021-02-05 05.00,0,93.75,-93.75,,,
2021-02-05 06.00,0,110.25,-110.25,,,
2021-02-05 07.00,0,96,-96,,,
2021-02-05 08.00,11,90.75,-79.75,,,
2021-02-05 09.00,40,91.5,-51.5,,,
2021-02-05 10.00,40,89.25,-49.25,,,
2021-02-05 11.00,40,89.25,-49.25,,,
2021-02-05 12.00,275,91.5,183.5,,,
2021-02-05 13.00,275,99.75,175.25,,,
2021-02-05 14.00,280,95.25,184.75,,,
2021-02-05 15.00,280,93,187,,,
2021-02-05 16.00,255,95.25,159.75,,,
2021-02-05 17.00,76,93.75,-17.75,,,
2021-02-05 18.00,0,114.75,-114.75,,,
2021-02-05 19.00,0,134.25,-134.25,,,
2021-02-05 20.00,0,129,-129,,,
2021-02-05 21.00,0,127.5,-127.5,,,
2021-02-05 22.00,0,126,-126,,,
2021-02-05 23.00,0,120,-120,,,
2021-02-06 00.00,0,112.5,-112.5,537,2418.75,-1881.75
2021-02-06 01.00,0,105,-105,,,
2021-02-06 02.00,0,96.75,-96.75,,,
2021-02-06 03.00,0,91.5,-91.5,,,
2021-02-06 04.00,0,89.25,-89.25,,,
2021-02-06 05.00,0,91.5,-91.5,,,
2021-02-06 06.00,0,108.75,-108.75,,,
2021-02-06 07.00,0,93.75,-93.75,,,
2021-02-06 08.00,24,88.5,-64.5,,,
2021-02-06 09.00,68,89.25,-21.25,,,
2021-02-06 10.00,32,89.25,-57.25,,,
2021-02-06 11.00,40,89.25,-49.25,,,
2021-02-06 12.00,40,90.75,-50.75,,,
2021-02-06 13.00,40,96.75,-56.75,,,
2021-02-06 14.00,98,92.25,5.75,,,
2021-02-06 15.00,64,92.25,-28.25,,,
2021-02-06 16.00,64,85.5,-21.5,,,
2021-02-06 17.00,44,81,-37,,,
2021-02-06 18.00,23,113.25,-90.25,,,
2021-02-06 19.00,0,129.75,-129.75,,,
2021-02-06 20.00,0,126.75,-126.75,,,
2021-02-06 21.00,0,125.25,-125.25,,,
2021-02-06 22.00,0,122.25,-122.25,,,
2021-02-06 23.00,0,117.75,-117.75,,,
2021-02-07 00.00,0,109.5,-109.5,2323,2403.75,-80.75
2021-02-07 01.00,0,102,-102,,,
2021-02-07 02.00,0,93.75,-93.75,,,
2021-02-07 03.00,0,90.75,-90.75,,,
2021-02-07 04.00,0,88.5,-88.5,,,
2021-02-07 05.00,0,90.75,-90.75,,,
2021-02-07 06.00,0,105,-105,,,
2021-02-07 07.00,0,92.25,-92.25,,,
2021-02-07 08.00,20,87.75,-67.75,,,
2021-02-07 09.00,157,87,70,,,
2021-02-07 10.00,216,87.75,128.25,,,
2021-02-07 11.00,300,88.5,211.5,,,
2021-02-07 12.00,300,89.25,210.75,,,
2021-02-07 13.00,284,96.75,187.25,,,
2021-02-07 14.00,284,91.5,192.5,,,
2021-02-07 15.00,284,91.5,192.5,,,
2021-02-07 16.00,292,93.75,198.25,,,
2021-02-07 17.00,160,92.25,67.75,,,
2021-02-07 18.00,26,110.25,-84.25,,,
2021-02-07 19.00,0,129.75,-129.75,,,
2021-02-07 20.00,0,125.25,-125.25,,,
2021-02-07 21.00,0,123.75,-123.75,,,
2021-02-07 22.00,0,121.5,-121.5,,,
2021-02-07 23.00,0,114.75,-114.75,,,
2021-02-08 00.00,0,108,-108,2478,2302.5,175.5
2021-02-08 01.00,0,98.25,-98.25,,,
2021-02-08 02.00,0,91.5,-91.5,,,
2021-02-08 03.00,0,88.5,-88.5,,,
2021-02-08 04.00,0,84.75,-84.75,,,
2021-02-08 05.00,0,89.25,-89.25,,,
2021-02-08 06.00,0,102.75,-102.75,,,
2021-02-08 07.00,0,89.25,-89.25,,,
2021-02-08 08.00,100,83.25,16.75,,,
2021-02-08 09.00,266,85.5,180.5,,,
2021-02-08 10.00,294,87,207,,,
2021-02-08 11.00,288,87.75,200.25,,,
2021-02-08 12.00,288,88.5,199.5,,,
2021-02-08 13.00,288,95.25,192.75,,,
2021-02-08 14.00,278,90,188,,,
2021-02-08 15.00,293,88.5,204.5,,,
2021-02-08 16.00,283,89.25,193.75,,,
2021-02-08 17.00,100,87,13,,,
2021-02-08 18.00,0,104.25,-104.25,,,
2021-02-08 19.00,0,120.75,-120.75,,,
2021-02-08 20.00,0,114.75,-114.75,,,
2021-02-08 21.00,0,113.25,-113.25,,,
2021-02-08 22.00,0,110.25,-110.25,,,
2021-02-08 23.00,0,105,-105,,,
2021-02-09 00.00,0,98.25,-98.25,1963,2125.5,-162.5
2021-02-09 01.00,0,94.5,-94.5,,,
2021-02-09 02.00,0,89.25,-89.25,,,
2021-02-09 03.00,0,84,-84,,,
2021-02-09 04.00,0,81.75,-81.75,,,
2021-02-09 05.00,0,83.25,-83.25,,,
2021-02-09 06.00,0,89.25,-89.25,,,
2021-02-09 07.00,4,69,-65,,,
2021-02-09 08.00,48,70.5,-22.5,,,
2021-02-09 09.00,275,74.25,200.75,,,
2021-02-09 10.00,296,76.5,219.5,,,
2021-02-09 11.00,292,83.25,208.75,,,
2021-02-09 12.00,288,92.25,195.75,,,
2021-02-09 13.00,175,92.25,82.75,,,
2021-02-09 14.00,212,85.5,126.5,,,
2021-02-09 15.00,212,83.25,128.75,,,
2021-02-09 16.00,125,75.75,49.25,,,
2021-02-09 17.00,36,82.5,-46.5,,,
2021-02-09 18.00,0,95.25,-95.25,,,
2021-02-09 19.00,0,112.5,-112.5,,,
2021-02-09 20.00,0,107.25,-107.25,,,
2021-02-09 21.00,0,105,-105,,,
2021-02-09 22.00,0,101.25,-101.25,,,
2021-02-09 23.00,0,99,-99,,,
2021-02-10 00.00,0,93,-93,2001,2146.5,-145.5
2021-02-10 01.00,0,89.25,-89.25,,,
2021-02-10 02.00,0,84.75,-84.75,,,
2021-02-10 03.00,0,81.75,-81.75,,,
2021-02-10 04.00,0,78,-78,,,
2021-02-10 05.00,0,81.75,-81.75,,,
2021-02-10 06.00,0,85.5,-85.5,,,
2021-02-10 07.00,0,69.75,-69.75,,,
2021-02-10 08.00,11,73.5,-62.5,,,
2021-02-10 09.00,160,74.25,85.75,,,
2021-02-10 10.00,260,81.75,178.25,,,
2021-02-10 11.00,260,82.5,177.5,,,
2021-02-10 12.00,295,84,211,,,
2021-02-10 13.00,295,89.25,205.75,,,
2021-02-10 14.00,295,87.75,207.25,,,
2021-02-10 15.00,295,87.75,207.25,,,
2021-02-10 16.00,80,88.5,-8.5,,,
2021-02-10 17.00,50,87.75,-37.75,,,
2021-02-10 18.00,0,98.25,-98.25,,,
2021-02-10 19.00,0,117,-117,,,
2021-02-10 20.00,0,111.75,-111.75,,,
2021-02-10 21.00,0,111.75,-111.75,,,
2021-02-10 22.00,0,105,-105,,,
2021-02-10 23.00,0,102,-102,,,
2021-02-11 00.00,0,94.5,-94.5,2680,2152.5,527.5
2021-02-11 01.00,0,86.25,-86.25,,,
2021-02-11 02.00,0,81,-81,,,
2021-02-11 03.00,0,77.25,-77.25,,,
2021-02-11 04.00,0,75.75,-75.75,,,
2021-02-11 05.00,0,76.5,-76.5,,,
2021-02-11 06.00,0,91.5,-91.5,,,
2021-02-11 07.00,0,76.5,-76.5,,,
2021-02-11 08.00,80,78,2,,,
2021-02-11 09.00,280,80.25,199.75,,,
2021-02-11 10.00,320,82.5,237.5,,,
2021-02-11 11.00,320,84,236,,,
2021-02-11 12.00,320,86.25,233.75,,,
2021-02-11 13.00,320,90.75,229.25,,,
2021-02-11 14.00,320,88.5,231.5,,,
2021-02-11 15.00,320,88.5,231.5,,,
2021-02-11 16.00,200,88.5,111.5,,,
2021-02-11 17.00,200,87.75,112.25,,,
2021-02-11 18.00,0,99,-99,,,
2021-02-11 19.00,0,115.5,-115.5,,,
2021-02-11 20.00,0,109.5,-109.5,,,
2021-02-11 21.00,0,108.75,-108.75,,,
2021-02-11 22.00,0,105,-105,,,
2021-02-11 23.00,0,100.5,-100.5,,,
2021-02-12 00.00,0,92.25,-92.25,2565,2148.75,416.25
2021-02-12 01.00,0,85.5,-85.5,,,
2021-02-12 02.00,0,81,-81,,,
2021-02-12 03.00,0,78.75,-78.75,,,
2021-02-12 04.00,0,67.5,-67.5,,,
2021-02-12 05.00,0,77.25,-77.25,,,
2021-02-12 06.00,4,88.5,-84.5,,,
2021-02-12 07.00,10,76.5,-66.5,,,
2021-02-12 08.00,95,76.5,18.5,,,
2021-02-12 09.00,280,77.25,202.75,,,
2021-02-12 10.00,296,80.25,215.75,,,
2021-02-12 11.00,296,82.5,213.5,,,
2021-02-12 12.00,296,85.5,210.5,,,
2021-02-12 13.00,296,90.75,205.25,,,
2021-02-12 14.00,296,90.75,205.25,,,
2021-02-12 15.00,296,90,206,,,
2021-02-12 16.00,240,90.75,149.25,,,
2021-02-12 17.00,160,91.5,68.5,,,
2021-02-12 18.00,0,103.5,-103.5,,,
2021-02-12 19.00,0,117,-117,,,
2021-02-12 20.00,0,110.25,-110.25,,,
2021-02-12 21.00,0,109.5,-109.5,,,
2021-02-12 22.00,0,105,-105,,,
2021-02-12 23.00,0,100.5,-100.5,,,
2021-02-13 00.00,0,92.25,-92.25,2288,2205.75,82.25
2021-02-13 01.00,0,86.25,-86.25,,,
2021-02-13 02.00,0,81.75,-81.75,,,
2021-02-13 03.00,0,77.25,-77.25,,,
2021-02-13 04.00,0,75,-75,,,
2021-02-13 05.00,0,77.25,-77.25,,,
2021-02-13 06.00,0,87.75,-87.75,,,
2021-02-13 07.00,0,75,-75,,,
2021-02-13 08.00,90,73.5,16.5,,,
2021-02-13 09.00,210,78.75,131.25,,,
2021-02-13 10.00,274,81.75,192.25,,,
2021-02-13 11.00,274,85.5,188.5,,,
2021-02-13 12.00,274,89.25,184.75,,,
2021-02-13 13.00,274,96,178,,,
2021-02-13 14.00,274,95.25,178.75,,,
2021-02-13 15.00,274,97.5,176.5,,,
2021-02-13 16.00,274,96.75,177.25,,,
2021-02-13 17.00,70,96,-26,,,
2021-02-13 18.00,0,102.75,-102.75,,,
2021-02-13 19.00,0,118.5,-118.5,,,
2021-02-13 20.00,0,114,-114,,,
2021-02-13 21.00,0,113.25,-113.25,,,
2021-02-13 22.00,0,110.25,-110.25,,,
2021-02-13 23.00,0,104.25,-104.25,,,
2021-02-14 00.00,0,94.5,-94.5,2340,2268,72
2021-02-14 01.00,0,87.75,-87.75,,,
2021-02-14 02.00,0,83.25,-83.25,,,
2021-02-14 03.00,0,79.5,-79.5,,,
2021-02-14 04.00,0,78,-78,,,
2021-02-14 05.00,0,79.5,-79.5,,,
2021-02-14 06.00,0,87.75,-87.75,,,
2021-02-14 07.00,0,67.5,-67.5,,,
2021-02-14 08.00,80,75,5,,,
2021-02-14 09.00,260,81.75,178.25,,,
2021-02-14 10.00,260,87.75,172.25,,,
2021-02-14 11.00,260,92.25,167.75,,,
2021-02-14 12.00,260,94.5,165.5,,,
2021-02-14 13.00,260,102,158,,,
2021-02-14 14.00,260,102,158,,,
2021-02-14 15.00,260,102.75,157.25,,,
2021-02-14 16.00,260,102.75,157.25,,,
2021-02-14 17.00,180,99.75,80.25,,,
2021-02-14 18.00,0,107.25,-107.25,,,
2021-02-14 19.00,0,120.75,-120.75,,,
2021-02-14 20.00,0,114.75,-114.75,,,
2021-02-14 21.00,0,113.25,-113.25,,,
2021-02-14 22.00,0,109.5,-109.5,,,
2021-02-14 23.00,0,104.25,-104.25,,,
2021-02-15 00.00,0,96.75,-96.75,2446,2262,184
2021-02-15 01.00,0,90.75,-90.75,,,
2021-02-15 02.00,0,87,-87,,,
2021-02-15 03.00,0,82.5,-82.5,,,
2021-02-15 04.00,0,80.25,-80.25,,,
2021-02-15 05.00,0,80.25,-80.25,,,
2021-02-15 06.00,0,87,-87,,,
2021-02-15 07.00,6,74.25,-68.25,,,
2021-02-15 08.00,200,77.25,122.75,,,
2021-02-15 09.00,260,81.75,178.25,,,
2021-02-15 10.00,260,88.5,171.5,,,
2021-02-15 11.00,260,88.5,171.5,,,
2021-02-15 12.00,260,88.5,171.5,,,
2021-02-15 13.00,260,100.5,159.5,,,
2021-02-15 14.00,260,100.5,159.5,,,
2021-02-15 15.00,260,101.25,158.75,,,
2021-02-15 16.00,260,99.75,160.25,,,
2021-02-15 17.00,160,98.25,61.75,,,
2021-02-15 18.00,0,107.25,-107.25,,,
2021-02-15 19.00,0,118.5,-118.5,,,
2021-02-15 20.00,0,111,-111,,,
2021-02-15 21.00,0,112.5,-112.5,,,
2021-02-15 22.00,0,108,-108,,,
2021-02-15 23.00,0,101.25,-101.25,,,
2021-02-16 00.00,0,96,-96,1874,2150.25,-276.25
2021-02-16 01.00,0,91.5,-91.5,,,
2021-02-16 02.00,0,87.75,-87.75,,,
2021-02-16 03.00,0,84,-84,,,
2021-02-16 04.00,0,82.5,-82.5,,,
2021-02-16 05.00,0,81.75,-81.75,,,
2021-02-16 06.00,0,82.5,-82.5,,,
2021-02-16 07.00,2,65.25,-63.25,,,
2021-02-16 08.00,100,69,31,,,
2021-02-16 09.00,205,73.5,131.5,,,
2021-02-16 10.00,286,78.75,207.25,,,
2021-02-16 11.00,282,87,195,,,
2021-02-16 12.00,282,94.5,187.5,,,
2021-02-16 13.00,228,93.75,134.25,,,
2021-02-16 14.00,225,90.75,134.25,,,
2021-02-16 15.00,160,92.25,67.75,,,
2021-02-16 16.00,42,90,-48,,,
2021-02-16 17.00,45,89.25,-44.25,,,
2021-02-16 18.00,17,96,-79,,,
2021-02-16 19.00,0,111.75,-111.75,,,
2021-02-16 20.00,0,106.5,-106.5,,,
2021-02-16 21.00,0,105.75,-105.75,,,
2021-02-16 22.00,0,102.75,-102.75,,,
2021-02-16 23.00,0,97.5,-97.5,,,
2021-02-17 00.00,0,93.75,-93.75,1406,2235.75,-829.75
2021-02-17 01.00,0,87.75,-87.75,,,
2021-02-17 02.00,0,84.75,-84.75,,,
2021-02-17 03.00,0,81,-81,,,
2021-02-17 04.00,0,78,-78,,,
2021-02-17 05.00,0,78.75,-78.75,,,
2021-02-17 06.00,0,78.75,-78.75,,,
2021-02-17 07.00,0,66,-66,,,
2021-02-17 08.00,40,69.75,-29.75,,,
2021-02-17 09.00,57,78.75,-21.75,,,
2021-02-17 10.00,70,86.25,-16.25,,,
2021-02-17 11.00,101,90.75,10.25,,,
2021-02-17 12.00,276,92.25,183.75,,,
2021-02-17 13.00,289,98.25,190.75,,,
2021-02-17 14.00,236,98.25,137.75,,,
2021-02-17 15.00,123,99,24,,,
2021-02-17 16.00,111,99.75,11.25,,,
2021-02-17 17.00,93,98.25,-5.25,,,
2021-02-17 18.00,10,105.75,-95.75,,,
2021-02-17 19.00,0,122.25,-122.25,,,
2021-02-17 20.00,0,114.75,-114.75,,,
