Date & Time,Supply, Demand,Mismatch,Daily Supply,Daily Demand ,Daily Mismatch
2021-10-04 22.00,0,132,-132,,,
2021-10-04 23.00,0,131.25,-131.25,,,
2021-10-05 00.00,0,131.25,-131.25,2346,2960.25,-614.25
2021-10-05 01.00,0,130.5,-130.5,,,
2021-10-05 02.00,0,129,-129,,,
2021-10-05 03.00,0,126,-126,,,
2021-10-05 04.00,0,121.5,-121.5,,,
2021-10-05 05.00,0,118.5,-118.5,,,
2021-10-05 06.00,0,106.5,-106.5,,,
2021-10-05 07.00,20,100.5,-80.5,,,
2021-10-05 08.00,150,109.5,40.5,,,
2021-10-05 09.00,234,117.75,116.25,,,
2021-10-05 10.00,260,123.75,136.25,,,
2021-10-05 11.00,260,126.75,133.25,,,
2021-10-05 12.00,270,124.5,145.5,,,
2021-10-05 13.00,270,124.5,145.5,,,
2021-10-05 14.00,270,126,144,,,
2021-10-05 15.00,246,129,117,,,
2021-10-05 16.00,246,125.25,120.75,,,
2021-10-05 17.00,100,116.25,-16.25,,,
2021-10-05 18.00,20,126.75,-106.75,,,
2021-10-05 19.00,0,135,-135,,,
2021-10-05 20.00,0,128.25,-128.25,,,
2021-10-05 21.00,0,126.75,-126.75,,,
2021-10-05 22.00,0,127.5,-127.5,,,
2021-10-05 23.00,0,129,-129,,,
2021-10-06 00.00,0,128.25,-128.25,2734,3067.5,-333.5
2021-10-06 01.00,0,129,-129,,,
2021-10-06 02.00,0,128.25,-128.25,,,
2021-10-06 03.00,0,125.25,-125.25,,,
2021-10-06 04.00,0,120.75,-120.75,,,
2021-10-06 05.00,0,118.5,-118.5,,,
2021-10-06 06.00,0,105.75,-105.75,,,
2021-10-06 07.00,40,100.5,-60.5,,,
2021-10-06 08.00,188,110.25,77.75,,,
2021-10-06 09.00,288,122.25,165.75,,,
2021-10-06 10.00,290,131.25,158.75,,,
2021-10-06 11.00,290,135.75,154.25,,,
2021-10-06 12.00,290,131.25,158.75,,,
2021-10-06 13.00,290,132,158,,,
2021-10-06 14.00,290,132,158,,,
2021-10-06 15.00,290,133.5,156.5,,,
2021-10-06 16.00,290,129,161,,,
2021-10-06 17.00,188,122.25,65.75,,,
2021-10-06 18.00,0,135,-135,,,
2021-10-06 19.00,0,141,-141,,,
2021-10-06 20.00,0,138.75,-138.75,,,
2021-10-06 21.00,0,138,-138,,,
2021-10-06 22.00,0,138.75,-138.75,,,
2021-10-06 23.00,0,140.25,-140.25,,,
2021-10-07 00.00,0,138,-138,2435,3136.5,-701.5
2021-10-07 01.00,0,132.75,-132.75,,,
2021-10-07 02.00,0,129.75,-129.75,,,
2021-10-07 03.00,0,123.75,-123.75,,,
2021-10-07 04.00,0,120.75,-120.75,,,
2021-10-07 05.00,0,116.25,-116.25,,,
2021-10-07 06.00,0,102.75,-102.75,,,
2021-10-07 07.00,12,99,-87,,,
2021-10-07 08.00,160,113.25,46.75,,,
2021-10-07 09.00,160,123,37,,,
2021-10-07 10.00,286,131.25,154.75,,,
2021-10-07 11.00,286,135,151,,,
2021-10-07 12.00,286,131.25,154.75,,,
2021-10-07 13.00,286,137.25,148.75,,,
2021-10-07 14.00,286,141.75,144.25,,,
2021-10-07 15.00,273,144.75,128.25,,,
2021-10-07 16.00,240,138.75,101.25,,,
2021-10-07 17.00,160,130.5,29.5,,,
2021-10-07 18.00,0,139.5,-139.5,,,
2021-10-07 19.00,0,144,-144,,,
2021-10-07 20.00,0,140.25,-140.25,,,
2021-10-07 21.00,0,140.25,-140.25,,,
2021-10-07 22.00,0,141.75,-141.75,,,
2021-10-07 23.00,0,141,-141,,,
2021-10-08 00.00,0,137.25,-137.25,2451,3055.5,-604.5
2021-10-08 01.00,0,133.5,-133.5,,,
2021-10-08 02.00,0,129.75,-129.75,,,
2021-10-08 03.00,0,125.25,-125.25,,,
2021-10-08 04.00,0,120,-120,,,
2021-10-08 05.00,0,116.25,-116.25,,,
2021-10-08 06.00,0,104.25,-104.25,,,
2021-10-08 07.00,51,98.25,-47.25,,,
2021-10-08 08.00,200,110.25,89.75,,,
2021-10-08 09.00,200,117,83,,,
2021-10-08 10.00,200,126.75,73.25,,,
2021-10-08 11.00,200,130.5,69.5,,,
2021-10-08 12.00,200,126.75,73.25,,,
2021-10-08 13.00,300,132,168,,,
2021-10-08 14.00,300,137.25,162.75,,,
2021-10-08 15.00,300,139.5,160.5,,,
2021-10-08 16.00,300,134.25,165.75,,,
2021-10-08 17.00,200,125.25,74.75,,,
2021-10-08 18.00,0,135.75,-135.75,,,
2021-10-08 19.00,0,138,-138,,,
2021-10-08 20.00,0,135,-135,,,
2021-10-08 21.00,0,134.25,-134.25,,,
2021-10-08 22.00,0,135,-135,,,
2021-10-08 23.00,0,133.5,-133.5,,,
2021-10-09 00.00,0,132,-132,2511,2948.25,-437.25
2021-10-09 01.00,0,127.5,-127.5,,,
2021-10-09 02.00,0,120.75,-120.75,,,
2021-10-09 03.00,0,117,-117,,,
2021-10-09 04.00,0,112.5,-112.5,,,
2021-10-09 05.00,0,111,-111,,,
2021-10-09 06.00,0,99.75,-99.75,,,
2021-10-09 07.00,76,92.25,-16.25,,,
2021-10-09 08.00,140,104.25,35.75,,,
2021-10-09 09.00,186,114,72,,,
2021-10-09 10.00,260,121.5,138.5,,,
2021-10-09 11.00,280,124.5,155.5,,,
2021-10-09 12.00,280,121.5,158.5,,,
2021-10-09 13.00,280,125.25,154.75,,,
2021-10-09 14.00,280,131.25,148.75,,,
2021-10-09 15.00,286,133.5,152.5,,,
2021-10-09 16.00,283,130.5,152.5,,,
2021-10-09 17.00,160,123,37,,,
2021-10-09 18.00,0,135,-135,,,
2021-10-09 19.00,0,138,-138,,,
2021-10-09 20.00,0,135,-135,,,
2021-10-09 21.00,0,132.75,-132.75,,,
2021-10-09 22.00,0,133.5,-133.5,,,
2021-10-09 23.00,0,132,-132,,,
2021-10-10 00.00,0,127.5,-127.5,2503,2954.25,-451.25
2021-10-10 01.00,0,125.25,-125.25,,,
2021-10-10 02.00,0,120.75,-120.75,,,
2021-10-10 03.00,0,116.25,-116.25,,,
2021-10-10 04.00,0,112.5,-112.5,,,
2021-10-10 05.00,0,110.25,-110.25,,,
2021-10-10 06.00,0,100.5,-100.5,,,
2021-10-10 07.00,100,93.75,6.25,,,
2021-10-10 08.00,140,105.75,34.25,,,
2021-10-10 09.00,143,114.75,28.25,,,
2021-10-10 10.00,265,122.25,142.75,,,
2021-10-10 11.00,265,126,139,,,
2021-10-10 12.00,265,122.25,142.75,,,
2021-10-10 13.00,265,127.5,137.5,,,
2021-10-10 14.00,265,132.75,132.25,,,
2021-10-10 15.00,265,135,130,,,
2021-10-10 16.00,265,130.5,134.5,,,
2021-10-10 17.00,265,121.5,143.5,,,
2021-10-10 18.00,0,135.75,-135.75,,,
2021-10-10 19.00,0,138.75,-138.75,,,
2021-10-10 20.00,0,134.25,-134.25,,,
2021-10-10 21.00,0,133.5,-133.5,,,
2021-10-10 22.00,0,133.5,-133.5,,,
2021-10-10 23.00,0,133.5,-133.5,,,
2021-10-11 00.00,0,129,-129,2243,2942.25,-699.25
2021-10-11 01.00,0,125.25,-125.25,,,
2021-10-11 02.00,0,121.5,-121.5,,,
2021-10-11 03.00,0,115.5,-115.5,,,
2021-10-11 04.00,0,112.5,-112.5,,,
2021-10-11 05.00,0,111,-111,,,
2021-10-11 06.00,0,100.5,-100.5,,,
2021-10-11 07.00,40,92.25,-52.25,,,
2021-10-11 08.00,40,106.5,-66.5,,,
2021-10-11 09.00,143,116.25,26.75,,,
2021-10-11 10.00,260,125.25,134.75,,,
2021-10-11 11.00,260,128.25,131.75,,,
2021-10-11 12.00,260,123.75,136.25,,,
2021-10-11 13.00,260,130.5,129.5,,,
2021-10-11 14.00,260,135,125,,,
2021-10-11 15.00,260,135.75,124.25,,,
2021-10-11 16.00,260,132,128,,,
2021-10-11 17.00,200,122.25,77.75,,,
2021-10-11 18.00,0,136.5,-136.5,,,
2021-10-11 19.00,0,136.5,-136.5,,,
2021-10-11 20.00,0,130.5,-130.5,,,
2021-10-11 21.00,0,126.75,-126.75,,,
2021-10-11 22.00,0,125.25,-125.25,,,
2021-10-11 23.00,0,123.75,-123.75,,,
2021-10-12 00.00,0,122.25,-122.25,1567,2805.75,-1238.75
2021-10-12 01.00,0,123,-123,,,
2021-10-12 02.00,0,119.25,-119.25,,,
2021-10-12 03.00,0,116.25,-116.25,,,
2021-10-12 04.00,0,113.25,-113.25,,,
2021-10-12 05.00,0,110.25,-110.25,,,
2021-10-12 06.00,0,99.75,-99.75,,,
2021-10-12 07.00,9,91.5,-82.5,,,
2021-10-12 08.00,50,99.75,-49.75,,,
2021-10-12 09.00,90,108,-18,,,
2021-10-12 10.00,133,116.25,16.75,,,
2021-10-12 11.00,200,120,80,,,
2021-10-12 12.00,200,120,80,,,
2021-10-12 13.00,200,119.25,80.75,,,
2021-10-12 14.00,206,119.25,86.75,,,
2021-10-12 15.00,206,121.5,84.5,,,
2021-10-12 16.00,206,117.75,88.25,,,
2021-10-12 17.00,67,111,-44,,,
2021-10-12 18.00,0,128.25,-128.25,,,
2021-10-12 19.00,0,130.5,-130.5,,,
2021-10-12 20.00,0,126.75,-126.75,,,
2021-10-12 21.00,0,124.5,-124.5,,,
2021-10-12 22.00,0,124.5,-124.5,,,
2021-10-12 23.00,0,123,-123,,,
2021-10-13 00.00,0,123.75,-123.75,2010,2957.25,-947.25
2021-10-13 01.00,0,127.5,-127.5,,,
2021-10-13 02.00,0,127.5,-127.5,,,
2021-10-13 03.00,0,124.5,-124.5,,,
2021-10-13 04.00,0,120.75,-120.75,,,
2021-10-13 05.00,0,117.75,-117.75,,,
2021-10-13 06.00,0,104.25,-104.25,,,
2021-10-13 07.00,10,96,-86,,,
2021-10-13 08.00,140,107.25,32.75,,,
2021-10-13 09.00,225,114.75,110.25,,,
2021-10-13 10.00,265,126,139,,,
2021-10-13 11.00,265,127.5,137.5,,,
2021-10-13 12.00,265,125.25,139.75,,,
2021-10-13 13.00,258,125.25,132.75,,,
2021-10-13 14.00,200,125.25,74.75,,,
2021-10-13 15.00,212,126.75,85.25,,,
2021-10-13 16.00,100,122.25,-22.25,,,
2021-10-13 17.00,70,115.5,-45.5,,,
2021-10-13 18.00,0,133.5,-133.5,,,
2021-10-13 19.00,0,134.25,-134.25,,,
2021-10-13 20.00,0,134.25,-134.25,,,
2021-10-13 21.00,0,132,-132,,,
2021-10-13 22.00,0,133.5,-133.5,,,
2021-10-13 23.00,0,132,-132,,,
2021-10-14 00.00,0,129.75,-129.75,2302,2907.75,-605.75
2021-10-14 01.00,0,126.75,-126.75,,,
2021-10-14 02.00,0,122.25,-122.25,,,
2021-10-14 03.00,0,117.75,-117.75,,,
2021-10-14 04.00,0,114.75,-114.75,,,
2021-10-14 05.00,0,111,-111,,,
2021-10-14 06.00,0,99.75,-99.75,,,
2021-10-14 07.00,16,91.5,-75.5,,,
2021-10-14 08.00,80,105,-25,,,
2021-10-14 09.00,240,113.25,126.75,,,
2021-10-14 10.00,260,120,140,,,
2021-10-14 11.00,260,122.25,137.75,,,
2021-10-14 12.00,260,117.75,142.25,,,
2021-10-14 13.00,262,123.75,138.25,,,
2021-10-14 14.00,240,129.75,110.25,,,
2021-10-14 15.00,240,130.5,109.5,,,
2021-10-14 16.00,222,127.5,94.5,,,
2021-10-14 17.00,222,119.25,102.75,,,
2021-10-14 18.00,0,133.5,-133.5,,,
2021-10-14 19.00,0,133.5,-133.5,,,
2021-10-14 20.00,0,132,-132,,,
2021-10-14 21.00,0,129.75,-129.75,,,
2021-10-14 22.00,0,129.75,-129.75,,,
2021-10-14 23.00,0,126.75,-126.75,,,
2021-10-15 00.00,0,124.5,-124.5,2325,2868.75,-543.75
2021-10-15 01.00,0,122.25,-122.25,,,
2021-10-15 02.00,0,117.75,-117.75,,,
2021-10-15 03.00,0,114,-114,,,
2021-10-15 04.00,0,111.75,-111.75,,,
2021-10-15 05.00,0,109.5,-109.5,,,
2021-10-15 06.00,0,100.5,-100.5,,,
2021-10-15 07.00,12,92.25,-80.25,,,
2021-10-15 08.00,100,105,-5,,,
2021-10-15 09.00,176,111.75,64.25,,,
2021-10-15 10.00,260,117,143,,,
2021-10-15 11.00,260,120.75,139.25,,,
2021-10-15 12.00,260,117,143,,,
2021-10-15 13.00,280,119.25,160.75,,,
2021-10-15 14.00,280,125.25,154.75,,,
2021-10-15 15.00,280,128.25,151.75,,,
2021-10-15 16.00,257,123,134,,,
2021-10-15 17.00,160,112.5,47.5,,,
2021-10-15 18.00,0,133.5,-133.5,,,
2021-10-15 19.00,0,135.75,-135.75,,,
2021-10-15 20.00,0,132.75,-132.75,,,
2021-10-15 21.00,0,132.75,-132.75,,,
2021-10-15 22.00,0,132.75,-132.75,,,
2021-10-15 23.00,0,129,-129,,,
2021-10-16 00.00,0,123,-123,2599,2773.5,-174.5
2021-10-16 01.00,0,116.25,-116.25,,,
2021-10-16 02.00,0,112.5,-112.5,,,
2021-10-16 03.00,0,110.25,-110.25,,,
2021-10-16 04.00,0,108,-108,,,
2021-10-16 05.00,0,107.25,-107.25,,,
2021-10-16 06.00,7,99,-92,,,
2021-10-16 07.00,12,89.25,-77.25,,,
2021-10-16 08.00,160,99.75,60.25,,,
2021-10-16 09.00,240,106.5,133.5,,,
2021-10-16 10.00,300,112.5,187.5,,,
2021-10-16 11.00,300,114.75,185.25,,,
2021-10-16 12.00,300,113.25,186.75,,,
2021-10-16 13.00,300,118.5,181.5,,,
2021-10-16 14.00,300,122.25,177.75,,,
2021-10-16 15.00,300,122.25,177.75,,,
2021-10-16 16.00,300,119.25,180.75,,,
2021-10-16 17.00,80,111,-31,,,
2021-10-16 18.00,0,129.75,-129.75,,,
2021-10-16 19.00,0,131.25,-131.25,,,
2021-10-16 20.00,0,129,-129,,,
2021-10-16 21.00,0,126.75,-126.75,,,
2021-10-16 22.00,0,126.75,-126.75,,,
2021-10-16 23.00,0,124.5,-124.5,,,
2021-10-17 00.00,0,120,-120,2636,2750.25,-114.25
2021-10-17 01.00,0,116.25,-116.25,,,
2021-10-17 02.00,0,112.5,-112.5,,,
2021-10-17 03.00,0,110.25,-110.25,,,
2021-10-17 04.00,0,107.25,-107.25,,,
2021-10-17 05.00,0,106.5,-106.5,,,
2021-10-17 06.00,0,99.75,-99.75,,,
2021-10-17 07.00,100,90.75,9.25,,,
2021-10-17 08.00,220,99,121,,,
2021-10-17 09.00,220,103.5,116.5,,,
2021-10-17 10.00,220,109.5,110.5,,,
2021-10-17 11.00,268,112.5,155.5,,,
2021-10-17 12.00,268,110.25,157.75,,,
2021-10-17 13.00,268,115.5,152.5,,,
2021-10-17 14.00,268,120,148,,,
2021-10-17 15.00,268,120,148,,,
2021-10-17 16.00,268,117,151,,,
2021-10-17 17.00,268,111.75,156.25,,,
2021-10-17 18.00,0,130.5,-130.5,,,
2021-10-17 19.00,0,131.25,-131.25,,,
2021-10-17 20.00,0,127.5,-127.5,,,
2021-10-17 21.00,0,127.5,-127.5,,,
2021-10-17 22.00,0,126.75,-126.75,,,
2021-10-17 23.00,0,124.5,-124.5,,,
2021-10-18 00.00,0,117.75,-117.75,2030,2789.25,-759.25
2021-10-18 01.00,0,115.5,-115.5,,,
2021-10-18 02.00,0,112.5,-112.5,,,
2021-10-18 03.00,0,110.25,-110.25,,,
2021-10-18 04.00,0,108,-108,,,
2021-10-18 05.00,0,107.25,-107.25,,,
2021-10-18 06.00,0,100.5,-100.5,,,
2021-10-18 07.00,40,91.5,-51.5,,,
2021-10-18 08.00,60,101.25,-41.25,,,
2021-10-18 09.00,248,108.75,139.25,,,
2021-10-18 10.00,248,114.75,133.25,,,
2021-10-18 11.00,248,119.25,128.75,,,
2021-10-18 12.00,248,117.75,130.25,,,
2021-10-18 13.00,248,123.75,124.25,,,
2021-10-18 14.00,248,126,122,,,
2021-10-18 15.00,264,126,138,,,
2021-10-18 16.00,76,121.5,-45.5,,,
2021-10-18 17.00,76,113.25,-37.25,,,
2021-10-18 18.00,26,132,-106,,,
2021-10-18 19.00,0,129.75,-129.75,,,
2021-10-18 20.00,0,126,-126,,,
2021-10-18 21.00,0,123,-123,,,
2021-10-18 22.00,0,123,-123,,,
2021-10-18 23.00,0,120,-120,,,
2021-10-19 00.00,0,119.25,-119.25,2444,2601,-157
2021-10-19 01.00,0,118.5,-118.5,,,
2021-10-19 02.00,0,114.75,-114.75,,,
2021-10-19 03.00,0,114,-114,,,
2021-10-19 04.00,0,111,-111,,,
2021-10-19 05.00,0,111.75,-111.75,,,
2021-10-19 06.00,0,102.75,-102.75,,,
2021-10-19 07.00,4,93,-89,,,
2021-10-19 08.00,160,93,67,,,
2021-10-19 09.00,160,96,64,,,
2021-10-19 10.00,288,99.75,188.25,,,
2021-10-19 11.00,288,105,183,,,
2021-10-19 12.00,280,106.5,173.5,,,
2021-10-19 13.00,280,105.75,174.25,,,
2021-10-19 14.00,280,105.75,174.25,,,
2021-10-19 15.00,280,105,175,,,
2021-10-19 16.00,280,102,178,,,
2021-10-19 17.00,144,99,45,,,
2021-10-19 18.00,0,120.75,-120.75,,,
2021-10-19 19.00,0,120.75,-120.75,,,
2021-10-19 20.00,0,117,-117,,,
2021-10-19 21.00,0,114.75,-114.75,,,
2021-10-19 22.00,0,113.25,-113.25,,,
2021-10-19 23.00,0,111.75,-111.75,,,
2021-10-20 00.00,0,111.75,-111.75,2514,2593.5,-79.5
2021-10-20 01.00,0,111.75,-111.75,,,
2021-10-20 02.00,0,111,-111,,,
2021-10-20 03.00,0,109.5,-109.5,,,
2021-10-20 04.00,0,106.5,-106.5,,,
2021-10-20 05.00,0,106.5,-106.5,,,
2021-10-20 06.00,0,96.75,-96.75,,,
2021-10-20 07.00,20,87.75,-67.75,,,
2021-10-20 08.00,49,93.75,-44.75,,,
2021-10-20 09.00,205,101.25,103.75,,,
2021-10-20 10.00,280,107.25,172.75,,,
2021-10-20 11.00,280,112.5,167.5,,,
2021-10-20 12.00,280,112.5,167.5,,,
2021-10-20 13.00,280,113.25,166.75,,,
2021-10-20 14.00,280,111.75,168.25,,,
2021-10-20 15.00,280,108.75,171.25,,,
2021-10-20 16.00,280,104.25,175.75,,,
2021-10-20 17.00,280,104.25,175.75,,,
2021-10-20 18.00,0,116.25,-116.25,,,
2021-10-20 19.00,0,114,-114,,,
2021-10-20 20.00,0,114,-114,,,
2021-10-20 21.00,0,114.75,-114.75,,,
2021-10-20 22.00,0,112.5,-112.5,,,
2021-10-20 23.00,0,111,-111,,,
2021-10-21 00.00,0,106.5,-106.5,2483,2554.5,-71.5
2021-10-21 01.00,0,104.25,-104.25,,,
2021-10-21 02.00,0,101.25,-101.25,,,
2021-10-21 03.00,0,98.25,-98.25,,,
2021-10-21 04.00,0,97.5,-97.5,,,
2021-10-21 05.00,0,97.5,-97.5,,,
2021-10-21 06.00,0,93.75,-93.75,,,
2021-10-21 07.00,12,82.5,-70.5,,,
2021-10-21 08.00,200,90,110,,,
2021-10-21 09.00,211,99,112,,,
2021-10-21 10.00,280,103.5,176.5,,,
2021-10-21 11.00,280,109.5,170.5,,,
2021-10-21 12.00,280,104.25,175.75,,,
2021-10-21 13.00,280,113.25,166.75,,,
2021-10-21 14.00,280,116.25,163.75,,,
2021-10-21 15.00,280,115.5,164.5,,,
2021-10-21 16.00,280,113.25,166.75,,,
2021-10-21 17.00,100,108,-8,,,
2021-10-21 18.00,0,121.5,-121.5,,,
2021-10-21 19.00,0,120,-120,,,
2021-10-21 20.00,0,119.25,-119.25,,,
2021-10-21 21.00,0,116.25,-116.25,,,
2021-10-21 22.00,0,114,-114,,,
2021-10-21 23.00,0,109.5,-109.5,,,
2021-10-22 00.00,0,106.5,-106.5,2532,2631.75,-99.75
2021-10-22 01.00,0,102.75,-102.75,,,
2021-10-22 02.00,0,101.25,-101.25,,,
2021-10-22 03.00,0,99,-99,,,
2021-10-22 04.00,0,96.75,-96.75,,,
2021-10-22 05.00,0,98.25,-98.25,,,
2021-10-22 06.00,0,94.5,-94.5,,,
2021-10-22 07.00,4,84.75,-80.75,,,
2021-10-22 08.00,132,93.75,38.25,,,
2021-10-22 09.00,260,99.75,160.25,,,
2021-10-22 10.00,260,105,155,,,
2021-10-22 11.00,268,109.5,158.5,,,
2021-10-22 12.00,268,110.25,157.75,,,
2021-10-22 13.00,268,114.75,153.25,,,
2021-10-22 14.00,268,118.5,149.5,,,
2021-10-22 15.00,268,116.25,151.75,,,
2021-10-22 16.00,268,113.25,154.75,,,
2021-10-22 17.00,268,106.5,161.5,,,
2021-10-22 18.00,0,129,-129,,,
2021-10-22 19.00,0,129,-129,,,
2021-10-22 20.00,0,126.75,-126.75,,,
2021-10-22 21.00,0,126.75,-126.75,,,
2021-10-22 22.00,0,126,-126,,,
2021-10-22 23.00,0,123,-123,,,
2021-10-23 00.00,0,117.75,-117.75,2320,2714.25,-394.25
2021-10-23 01.00,0,114,-114,,,
2021-10-23 02.00,0,110.25,-110.25,,,
2021-10-23 03.00,0,105.75,-105.75,,,
2021-10-23 04.00,0,101.25,-101.25,,,
2021-10-23 05.00,0,102.75,-102.75,,,
2021-10-23 06.00,0,95.25,-95.25,,,
2021-10-23 07.00,0,87.75,-87.75,,,
2021-10-23 08.00,180,96,84,,,
2021-10-23 09.00,260,102.75,157.25,,,
2021-10-23 10.00,260,108.75,151.25,,,
2021-10-23 11.00,260,113.25,146.75,,,
2021-10-23 12.00,260,112.5,147.5,,,
2021-10-23 13.00,260,115.5,144.5,,,
2021-10-23 14.00,260,120,140,,,
2021-10-23 15.00,260,118.5,141.5,,,
2021-10-23 16.00,240,114.75,125.25,,,
2021-10-23 17.00,80,109.5,-29.5,,,
2021-10-23 18.00,0,130.5,-130.5,,,
2021-10-23 19.00,0,130.5,-130.5,,,
2021-10-23 20.00,0,128.25,-128.25,,,
2021-10-23 21.00,0,126.75,-126.75,,,
2021-10-23 22.00,0,127.5,-127.5,,,
2021-10-23 23.00,0,124.5,-124.5,,,
2021-10-24 00.00,0,119.25,-119.25,2749,2796,-47
2021-10-24 01.00,0,115.5,-115.5,,,
2021-10-24 02.00,0,111.75,-111.75,,,
2021-10-24 03.00,0,108,-108,,,
2021-10-24 04.00,0,105,-105,,,
2021-10-24 05.00,0,105,-105,,,
2021-10-24 06.00,0,97.5,-97.5,,,
2021-10-24 07.00,50,88.5,-38.5,,,
2021-10-24 08.00,90,99,-9,,,
2021-10-24 09.00,292,106.5,185.5,,,
2021-10-24 10.00,290,112.5,177.5,,,
2021-10-24 11.00,290,115.5,174.5,,,
2021-10-24 12.00,290,114.75,175.25,,,
2021-10-24 13.00,290,119.25,170.75,,,
2021-10-24 14.00,290,124.5,165.5,,,
2021-10-24 15.00,290,124.5,165.5,,,
2021-10-24 16.00,290,121.5,168.5,,,
2021-10-24 17.00,287,114.75,172.25,,,
2021-10-24 18.00,0,133.5,-133.5,,,
2021-10-24 19.00,0,133.5,-133.5,,,
2021-10-24 20.00,0,132.75,-132.75,,,
2021-10-24 21.00,0,131.25,-131.25,,,
2021-10-24 22.00,0,132,-132,,,
2021-10-24 23.00,0,129.75,-129.75,,,
2021-10-25 00.00,0,125.25,-125.25,2596,2874,-278
2021-10-25 01.00,0,121.5,-121.5,,,
2021-10-25 02.00,0,118.5,-118.5,,,
2021-10-25 03.00,0,113.25,-113.25,,,
2021-10-25 04.00,0,108.75,-108.75,,,
2021-10-25 05.00,0,108,-108,,,
2021-10-25 06.00,0,99.75,-99.75,,,
2021-10-25 07.00,2,90.75,-88.75,,,
2021-10-25 08.00,280,123,157,,,
2021-10-25 09.00,290,117.75,172.25,,,
2021-10-25 10.00,290,114.75,175.25,,,
2021-10-25 11.00,290,121.5,168.5,,,
2021-10-25 12.00,290,120,170,,,
2021-10-25 13.00,290,125.25,164.75,,,
2021-10-25 14.00,290,128.25,161.75,,,
2021-10-25 15.00,265,129.75,135.25,,,
2021-10-25 16.00,265,125.25,139.75,,,
2021-10-25 17.00,44,117.75,-73.75,,,
2021-10-25 18.00,0,135,-135,,,
2021-10-25 19.00,0,132.75,-132.75,,,
2021-10-25 20.00,0,127.5,-127.5,,,
2021-10-25 21.00,0,125.25,-125.25,,,
2021-10-25 22.00,0,124.5,-124.5,,,
2021-10-25 23.00,0,120,-120,,,
2021-10-26 00.00,0,118.5,-118.5,2190,2676.75,-486.75
2021-10-26 01.00,0,118.5,-118.5,,,
2021-10-26 02.00,0,117,-117,,,
2021-10-26 03.00,0,114,-114,,,
2021-10-26 04.00,0,111,-111,,,
2021-10-26 05.00,0,108.75,-108.75,,,
2021-10-26 06.00,0,99,-99,,,
2021-10-26 07.00,40,89.25,-49.25,,,
2021-10-26 08.00,16,97.5,-81.5,,,
2021-10-26 09.00,186,103.5,82.5,,,
2021-10-26 10.00,272,109.5,162.5,,,
2021-10-26 11.00,272,114,158,,,
2021-10-26 12.00,272,113.25,158.75,,,
2021-10-26 13.00,256,111.75,144.25,,,
2021-10-26 14.00,256,111,145,,,
2021-10-26 15.00,256,110.25,145.75,,,
2021-10-26 16.00,236,107.25,128.75,,,
2021-10-26 17.00,88,102.75,-14.75,,,
2021-10-26 18.00,40,123.75,-83.75,,,
2021-10-26 19.00,0,122.25,-122.25,,,
2021-10-26 20.00,0,120,-120,,,
2021-10-26 21.00,0,118.5,-118.5,,,
2021-10-26 22.00,0,117.75,-117.75,,,
2021-10-26 23.00,0,117.75,-117.75,,,
2021-10-27 00.00,0,115.5,-115.5,2213,2786.25,-573.25
2021-10-27 01.00,0,116.25,-116.25,,,
2021-10-27 02.00,0,114.75,-114.75,,,
2021-10-27 03.00,0,111,-111,,,
2021-10-27 04.00,0,107.25,-107.25,,,
2021-10-27 05.00,0,105.75,-105.75,,,
2021-10-27 06.00,0,95.25,-95.25,,,
2021-10-27 07.00,0,89.25,-89.25,,,
2021-10-27 08.00,215,97.5,117.5,,,
2021-10-27 09.00,288,108,180,,,
2021-10-27 10.00,240,114,126,,,
2021-10-27 11.00,252,117.75,134.25,,,
2021-10-27 12.00,268,118.5,149.5,,,
2021-10-27 13.00,268,118.5,149.5,,,
2021-10-27 14.00,268,118.5,149.5,,,
2021-10-27 15.00,216,120,96,,,
2021-10-27 16.00,162,117.75,44.25,,,
2021-10-27 17.00,36,113.25,-77.25,,,
2021-10-27 18.00,0,132.75,-132.75,,,
2021-10-27 19.00,0,132,-132,,,
2021-10-27 20.00,0,130.5,-130.5,,,
2021-10-27 21.00,0,129.75,-129.75,,,
2021-10-27 22.00,0,131.25,-131.25,,,
2021-10-27 23.00,0,131.25,-131.25,,,
2021-10-28 00.00,0,128.25,-128.25,2121,2865.75,-744.75
2021-10-28 01.00,0,124.5,-124.5,,,
2021-10-28 02.00,0,120,-120,,,
2021-10-28 03.00,0,114,-114,,,
2021-10-28 04.00,0,109.5,-109.5,,,
2021-10-28 05.00,0,108.75,-108.75,,,
2021-10-28 06.00,0,100.5,-100.5,,,
2021-10-28 07.00,20,90.75,-70.75,,,
2021-10-28 08.00,110,102,8,,,
2021-10-28 09.00,240,110.25,129.75,,,
2021-10-28 10.00,240,101.25,138.75,,,
2021-10-28 11.00,240,121.5,118.5,,,
2021-10-28 12.00,240,117.75,122.25,,,
2021-10-28 13.00,240,123,117,,,
2021-10-28 14.00,240,137.25,102.75,,,
2021-10-28 15.00,240,128.25,111.75,,,
2021-10-28 16.00,240,124.5,115.5,,,
2021-10-28 17.00,71,117.75,-46.75,,,
2021-10-28 18.00,0,136.5,-136.5,,,
2021-10-28 19.00,0,133.5,-133.5,,,
2021-10-28 20.00,0,131.25,-131.25,,,
2021-10-28 21.00,0,129,-129,,,
2021-10-28 22.00,0,128.25,-128.25,,,
2021-10-28 23.00,0,127.5,-127.5,,,
